text,label,clean_text,target
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,jun boy genius report delivered newstex nokia nyse nok n huh,0
"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",neutral,kone headquartered espoo finland one world leading elevator escalator company,0
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,last july group said intended relocate warehouse office space loudeac saint marcel morvillars east france already operates hook manufacturing distribution unit,0
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral,lember said matter topical also estonia bill drafted social affair ministry would scrap oldage pension favorable condition,0
"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe .",neutral,linde act responsibly towards shareholder business partner employee society environment every one business area region location across globe,0
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral,lkab headquartered lulea sweden hightech mining company producing upgraded iron ore product steel industry,0
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral,llc voice data management solution provider wireless company operation worldwide transferring u deployment operation finnish mobile giant includes civil work site acquisition service,0
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",neutral,look vintage fabric cushion cover coffee pot ceramic serving dish cocktail glass stainless steel party dish,0
( I&H ) in a move to enhance growth .,positive,h move enhance growth,1
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral,lsc employee move ixonos existing status benefit,0
"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top .",neutral,meego learns use fisher said putting important thing top,0
Merging the two free sheets will clarify the market situation .,neutral,merging two free sheet clarify market situation,0
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",neutral,metso global supplier sustainable technology service mining construction power generation automation recycling pulp paper industry,0
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",positive,volunteer fiskars garden tool company home depot nyse hd city baltimore neighborhood working right create garden sanctuary single day,1
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication kolnp adate filing application publication date,0
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,nasdaqlisted yahoo inc introduced new service enables malaysian take favorite internet content service mobile phone,1
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,national sponsor big read include national endowment art cooperation institute museum library service art midwest,0
Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,neutral,neomarkka played leading role group aim restart production specialty cellulose fiber valkeakoski,0
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information,0
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",neutral,neste oil extended yesterday gain put pct eur utility fortum shed pct eur,0
"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",positive,nordea bank sto nda sampo bank helped finnish real estate investment company sponda hel sda v place eur usd domestic bond company said friday,1
"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",neutral,course direct access nokia ovi store lot fun downloading favorite medium,0
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,share held company number outstanding share voting right attached share amount thus,0
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral,oka specialises new construction renovation work residential nonresidential building well premise industrial logistical use,0
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,okmetic board director also decided new share ownership program directed company top management,0
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,neutral,okmetic silicon wafer part processing chain produce end product improve human interaction quality life,0
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",positive,oleary material handling service located perth leading company western australia supply installs provides service tail lift,1
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive,one attractive factor tablet medium company provide new way making money,1
One of Uponor 's promising future products is a hydronic cooling system .,positive,one uponor promising future product hydronic cooling system,1
"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",neutral,oriolakd headquartered espoo finland leading distributor pharmaceutical healthcare product employee nordic baltic country,0
Other shareholder entitlements became effective today .,neutral,shareholder entitlement became effective today,0
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral,cannedpreserved food finland report offer comprehensive guide size shape market national level,0
"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said .",neutral,solution industryindependent supporting multilingual currency need modular applicable company size ceo ilkka sihvo said,0
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",positive,strong company brand esl shipping leipurin telko kaukomarkkinat aim market leader sector,1
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,outotec headquartered espoo finland leading provider process solution technology service mining metallurgical industry,0
"Overall , 50 percent of respondents were confident about their security when banking online .",positive,overall percent respondent confident security banking online,1
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",neutral,panostaja headquartered tampere finland investment company focusing small mediumsized finnish company operating traditional industry,0
Performance is based on values and sustainability .,neutral,performance based value sustainability,0
Pertti Ervi is independent from the Company and its major shareholders .,neutral,pertti ervi independent company major shareholder,0
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,please inform ir johanna koskinen participation later april telephone conference financial analyst investor conducted english begin pm finnish time eet,0
"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .",neutral,poyry energy gmbh austria leading engineering consulting company energy infrastructure environment sector owned poyry plc austrian verbund ag,0
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive,poyry recognized one world leading advisor global forestry industry,1
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,positive,precedex approved iv sedation initially intubated mechanically ventilated patient intensive care,1
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,neutral,press release september ruukki continues listed two dow jones sustainability index djsi world djsi stoxx,0
"Previously , the plant was expected to be completed by the end of 2008 .",neutral,previously plant expected completed end,0
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,neutral,production plant based neste oil proprietary technology use flexible input vegetable oil animal fat,0
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral,prothious engineering wwwprothiouscom employ large portfolio project annual detailing capacity tonne,0
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral,qpr product family fully compatible microsoft window operating system,0
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive,ramirent leading company machinery equipment rental construction industry,1
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,ramirent leading construction machinery rental company finland annual sale eur million operating nationwide outlet employee,1
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral,rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars,0
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,rapala tournament fishing major title already holiday bargainpriced game rapala aim smaller audience,0
"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .",neutral,regulatory news nomination committee cybercom sto cybe unanimous proposal proposes election jon risfelt new chairman board,0
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,rfid radio frequency identification method socalled intelligent transport whereby information read saved remotely,0
"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services .",neutral,rk group headquartered vantaa finland one europe leading machinery rental service,0
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive,russia top container shipping group fesco finnish logistics company nurminen logistics started pilot project offering client direct intermodal transportation service finland asia pacific country fesco said statement,1
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",neutral,p kept sell rating nordea ubs reaffirmed buy recommendation,0
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",neutral,sanoma also executive committee accordance company article association prepares proposal matter decided noted board director,0
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,sarantel based wellingborough uk design highperformance antenna portable wireless device,0
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,positive,shareholder rakvere lihakombinaat decided favor buyout minority share midjuly,1
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral,share acquired accordance section rule nasdaq omx helsinki rule applicable acquisition share,0
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",neutral,succeed krister kylas decided leave teliasonera,0
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,shuweihat got way july project awarded desalination power contractor,0
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral,simmons elected dcuc chairman portsmouth nhgordon simmons ceo service credit union elected chairman defense credit union council term,0
South America and Asia are other promising markets .,neutral,south america asia promising market,0
Sponda plans to renovate old real estate and develop new property .,neutral,sponda plan renovate old real estate develop new property,0
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,stock exchange release sanoma published annual report financial statement first corporate responsibility report,0
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,stockholmbased nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective september,0
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management .",neutral,stonesoft global provider proven next generation solution simplify network security management,0
Strategic and operational business information is objectively reported .,neutral,strategic operational business information objectively reported,0
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,swedish finnish danish listed company organized three market cap segment nordic large cap mid cap small cap,0
Symphony Services provides development services for Aldata GOLD .,neutral,symphony service provides development service aldata gold,0
Technopolis is Europe 's leading operator of technoparks .,positive,technopolis europe leading operator technoparks,1
Technopolis 's technological centers supply their clients with modern high-class premises .,neutral,technopolis technological center supply client modern highclass premise,0
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral,tekla provides software building infrastructure engineering focus building information modelling steel concrete structure design construction,0
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .",neutral,teleste hybrid tv solution includes component whole process delivering video service consumer content acquisition service creation delivery range access solution including hfc hybrid fibrecoaxial xdsl etth ftth,0
The adjustment measures will be carried out in phases to secure the delivery capability .,neutral,adjustment measure carried phase secure delivery capability,0
The agreement is valid for four years .,neutral,agreement valid four year,0
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",neutral,alliance aim tap pocketable mobile computer netbooks tablet mediaphones connected tv invehicle infotainment system,0
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,availability internet service highlighted service offer kesko kgroup store,0
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,broker started upmkymmene stora enso sappi equalweight recommendation holmen norske skog underweight rating,0
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral,building complex consists highquality office retail space totalling square metre company said,0
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,business sale euro million million responsible sale marketing lanxess paper chemical business kemira bought euro million early year cw jan p,0
The business section also includes Ahlstrom 's sustainability report .,neutral,business section also includes ahlstrom sustainability report,0
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral,center offer comprehensive range device design service spanning electronics mechanic software design full range testing laboratory service,0
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,commission said hydrogen peroxide pb market worth million euro,0
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,company design manufacture market highquality clothing interior decoration textile bag accessory,0
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,company design manufacture highquality clothing interior decoration textile bag accessory,0
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral,company delivered technical infrastructure used nav data warehouse business intelligence initiative,0
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral,company withdrawing second part eur mn investment commitment,0
The company is presently examining whether the project would be financially feasible .,neutral,company presently examining whether project would financially feasible,0
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,company studying feasibility focusing processed meat production vantaa facility processing fresh meat forssa facility,0
The company 's strength is its Apetit brand .,positive,company strength apetit brand,1
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,neutral,company said shareholder able vote agreement egm scheduled later month,0
The company specialises in temporary electrification and heating at construction sites .,neutral,company specialises temporary electrification heating construction site,0
"The competition was received with great enthusiasm by the employees , he goes on .",positive,competition received great enthusiasm employee go,1
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral,cooperation involve arena partner buying share new joint venture company operating alma medium home sale vehicle consumer advertising marketplace business,0
The deliveries started in April 2006 and will be completed in 2007 .,neutral,delivery started april completed,0
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,desk reach full planned strength ten person autumn,0
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,dividend payable february shareholder record january,0
"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",neutral,dividend paid april shareholder record date april entered list shareholder kept finnish central security depository ltd,0
The effect of the savings will be noticeable as of the beginning of 2010 .,positive,effect saving noticeable beginning,1
The effect of the savings will be noticeable from the beginning of 2010 .,neutral,effect saving noticeable beginning,0
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",neutral,endtoend delivery combine competency service tietoenators telecom medium processing network digital innovation business area,0
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,eur million nonrecurring expense recorded third quarter,0
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,event followed online via orion finnish homepage wwworionfi well via kauppalehti live web service wwwkauppalehtifilive,0
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,extraordinary general meeting expected take place later february,0
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",neutral,first installment cinema series concludes profile finnish inventor olavi linden whose personal artistic journey work fiskars led dozen design award,0
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,first two project phase expected completed end,0
"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",neutral,group also plan launch room atrium grand whitefield five star luxury hotel,0
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit,0
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,group owns operates fleet dwt container capacity teus manages diversified fleet railway rolling stock unit,0
"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral,handset also feature medium bar quick access favorite medium application including music photo youtube ovi share,0
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,hayward califbased target design active casual dress footwear well boot sandal,0
"The important thing now is to keep the bank 's existing 15,000 customers .",neutral,important thing keep bank existing customer,0
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,innova building located close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge,0
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,interchange editorsinchief part publisher goal enhance job circulation personnel group,0
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral,joint venture planning quick timetable negotiating lease potential wind farm area charting feasibility wind farm,0
The Kyroskoski investment is to be completed in late 2011 and the +_+�nekoski investment in the spring of 2012 .,neutral,kyroskoski investment completed late �nekoski investment spring,0
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry,0
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry,0
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,marubeni group focus creating value chain upstream downstream encompassing wide variety business field including oil gas metal mineral resource food pulp paper chemical among others,0
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,interesting export market russia baltic country scandinavia,0
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,popular mobile data service email surfing internet well news weather service,0
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,new b share carry right dividend shareholder right effect today,0
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,objective st petersburg office first boost company maintenance business,0
The office space will rise above the remodeled Cannon Street underground station .,neutral,office space rise remodeled cannon street underground station,0
"The official opening of the office , located in Prague , will be celebrated on May 20 .",neutral,official opening office located prague celebrated may,0
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,neutral,oil shale feedersupply solution deliver crushed oil shale shale oil refinery already operation well novel enefit shale oil technology processing plant,0
"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",neutral,operator one operator granted wimax license taiwan hope first launch commercial service early,0
"The opportunity will be available only for few employees , however .",neutral,opportunity available employee however,0
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral,order includes steel frame loadbearing roof structure partition wall element rautaruukki said expects complete installation early may next year,0
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,oxyview pulse oximeter common device check patient bloodoxygen saturation level pulse rate,0
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,plant would use palm oil certified roundtable sustainable palm oil rspo,0
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,port operator however favor retaining port fee citing owner governemtn estonia commiting port pay eek mn eur mn usd mn dividend state another eek mn,0
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,positive,price log clearly improved also price pulpwood gone,1
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,neutral,product frontedge folding maximizes weather resilience enables seamless roof finish,0
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",neutral,program included operational improvement reduction personnel mainly netherlands,0
The project is expected to be completed in 2009 .,neutral,project expected completed,0
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,reason st petersburg status capital one participant meeting quoted chikunov saying,0
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,report go provide detailed profile ten leading european specialty chemical company brief profile major player,0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profile company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc,0
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profile company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc,0
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,russian government contribute necessary fund said,0
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,sale allow campofrio focus recently announced takeover groupe smithfield holding european unit smithfield food inc sfd u,0
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral,scope project find costefficient method phosphorous removal deliver storing dosing equipment used continuous operation plant,0
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,server responsible managing device user account desktop client application enables remote access mobile phone,0
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,neutral,service developed digia facilitates work resourcing health care personnel vaccination campaign providing monitoring management tool,0
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,share share capital mentioned shareholder remains,0
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,share carry right dividend shareholder right registration finnish trade register,0
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,share shall repurchased public trading reason share repurchased otherwise proportion holding shareholder,0
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral,shipyard hope regional government andalusia offer form financial support,0
The shopping center will have a prime location right next to the Myllypuro metro station .,positive,shopping center prime location right next myllypuro metro station,1
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,solution used upgrading network russian mso different city russia,1
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",neutral,stonegate product family designed provide full benefit unified management system including shared logging reporting auditing,0
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral,subsidiary setting facility manufacturing highdensity interconnection printed circuit board pcbs nokia special economic zone sriperumbudur near chennai,0
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,subsidiary responsible filter sale local assembly filter market service china,0
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,total number share company innofactor group innofactor offer customer comprehensive solution microsoft environment,0
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,total value project valued sek bn eur bn usd bn,0
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,trade accordance agreement announced march,0
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive,training module aim strengthening public accounting ability fulfilling communal project management,1
The transaction is expected to be completed next spring .,neutral,transaction expected completed next spring,0
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral,truck feature eco drive system fuel measuring tool store data particular individual driver,0
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral,veneer plywood industry sweden quite small despite raw material resource,0
The writing and publication of Lemmink+�inen -� s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,writing publication lemmink�inen � history continuation earlier collaboration antti tuuri company,0
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,product include personal communication product mobile phone part home communication product settop box electronics flat panel tv well communication network product basestations towertop amplifier microwave system,0
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral,race google get lot user onto service social networking creates new business model said martin garner londonbased analyst cc insight,0
This beauty is an updated version of her chichi loop shade launched in 2001 .,neutral,beauty updated version chichi loop shade launched,0
Through this transaction we are able to participate in developing the industry .,positive,transaction able participate developing industry,1
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,thus group balance sheet eur goodwill company added,0
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,check make bid deka showroom fortitude valley,0
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,neutral,tracker g gps collar hunting dog allowing monitor dog position movement map application mobile phone,0
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,neutral,ulefos group leading supplier manhole cover nordic country,0
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",positive,upgrade include five megapixel camera voice control look optical mouse instead dpad upgrade clickhappy needed forever,1
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive,upmkymmene one world leading printing paper producer production country sale network covering company,1
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,neutral,uponor initiated action attempt recover cost replacement program supplier clamp well insurance company,0
Uponor maintains its full-year guidance for 2010 .,neutral,uponor maintains fullyear guidance,0
